BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,GSvolume_pa_min_value,HeatVaporization_arithmetic_average,IsSimpleCubic_composition_average,CovalentRadius_min_value,HeatVaporization_composition_average,GSenergy_pa_composition_average,IsNonmetal_composition_average,AtomicVolume_difference,CovalentRadii_min_value,BoilingT_arithmetic_average,AtomicVolume_composition_average,IonicRadii_difference,n_ws^third_arithmetic_average,IonicRadii_min_value,phi_difference,IsChalcogen_composition_average,GSbandgap_composition_average,GSbandgap_arithmetic_average,ThermalExpansionCoefficient_min_value,ThermalExpansionCoefficient_difference,Density_composition_average,phi_arithmetic_average,HeatVaporization_difference,SpecificHeatCapacity_arithmetic_average,IsMetal_composition_average,AtomicRadii_composition_average,MiracleRadius_min_value,IsPnictide_composition_average,ThermalExpansionCoefficient_composition_average,HeatFusion_arithmetic_average,BCCfermi_difference,ElectricalConductivity_min_value,Number_min_value,AtomicNumber_min_value,BCCvolume_padiff_composition_average,IonizationEnergy_arithmetic_average,phi_composition_average,IsHexagonal_composition_average,MiracleRadius_difference,HeatCapacityMolar_min_value,CovalentRadius_composition_average,MeltingT_arithmetic_average,GSenergy_pa_arithmetic_average,target
14.16,6.096226278,3.051696628,21.181336142626947,3.84489682,14.21,287.99,0.0,107.0,196.1266666666667,-6.549843178333332,0.6666666666666666,14.0655713480285,1.06,2627.25,23.52559803396503,0.46,1.74,0.17,0.0,0.0,1.0833333333333333,0.8125,6.4,120.6,,,,,,,,,,,,,,,,,,,,,,,,483.58574065734666
27.09,7.567916457999999,3.981581991,53.0196440634335,5.016478962,31.56,72.435,0.0,139.0,74.6675,-1.8524953699975,0.0,45.6564412392888,1.4,1446.0,64.43375437325571,0.75,0.955,0.76,2.1500000000000004,0.0,0.0,0.0,11.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,135.9557896728841
16.92,6.46904413,3.2062378330000003,29.9964807074366,4.039606536,16.48,146.48000000000005,0.0,121.0,122.5175,-2.8220673791675,0.0,22.8439043647428,1.18,1736.333333333333,30.98653271121425,0.48,0.7366666666666666,0.54,1.5,0.5,0.2319999999999999,0.1546666666666666,18.8,52.2,,,,,,,,,,,,,,,,,,,,,,,,338.5857521706066
16.92,6.46904413,3.2062378330000003,23.3929239806495,4.039606536,16.48,179.385,0.0,121.0,179.385,-3.93139273,0.0,13.596998926279197,1.18,2326.0,23.3929239806495,0.22,1.325,0.54,0.2000000000000001,0.0,0.0,0.0,11.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,322.5857534410353
6.98,4.815689402,2.630893787,9308.61357825118,3.314718462,9.105,41.425925,0.3333333333333333,66.0,52.70243333333333,-4.47755131375,0.6666666666666666,18570.95490853893,0.73,583.9525,9308.032589595665,1.54,1.0699999999999998,0.17,4.01,0.3333333333333333,1.3436666666666666,2.0155000000000003,46.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,1100.5856916664409
6.98,4.815689402,3.091182017,6212.234667027012,3.894645292,14.76875,161.3976,0.0,71.0,137.3464,-5.956048271666668,0.5,18570.95490853893,0.75,1595.0700000000004,9307.393818450166,1.18,1.3333333333333337,0.53,4.01,0.0,3.346166666666667,2.273333333333333,5.7,234.3,,,,,,,,,,,,,,,,,,,,,,,,856.5857110404779
7.33,4.894871769,2.630893787,12408.939648900174,3.314718462,9.105,133.3269,0.6666666666666666,57.0,133.3269,-4.3064842125,0.6666666666666666,18568.595354446083,0.72,1264.3266666666666,12408.939648900174,0.3799999999999999,0.4033333333333333,1.02,0.0,0.3333333333333333,0.6566666666666666,0.6566666666666666,11.3,1788.7,,,,,,,,,,,,,,,,,,,,,,,,593.5857319231493
15.62,6.29893322,3.722284555,51.50720523887455,4.689784663999999,25.786875,43.45,0.0,105.0,54.60000000000001,-2.09743204847,0.3333333333333333,48.68131888840671,1.02,874.86,59.62075838694235,1.22,0.325,0.29,0.0,0.3333333333333333,0.7340000000000001,1.101,70.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,184.5857643984827
15.62,6.29893322,3.722284555,33.20602918648117,4.689784663999999,25.786875,167.10333333333332,0.0,105.0,127.8275,-3.9798186489575,0.5,12.271783087581492,1.02,1830.573333333333,31.69615833852868,0.73,0.6766666666666666,0.29,0.5,0.5,1.101,0.7340000000000001,11.3,59.7,,,,,,,,,,,,,,,,,,,,,,,,279.5857568553124
15.07,6.224116959,3.108612885,27.3217793945527,3.91660681,15.02,206.1533333333333,0.0,105.0,145.29399999999998,-3.3486851768320003,0.4,24.0778653755185,1.02,1990.573333333333,29.7140425721164,0.73,0.8666666666666667,0.29,2.95,0.4,0.8808,0.7340000000000001,8.8,62.2,,,,,,,,,,,,,,,,,,,,,,,,355.58575082077624
8.43,5.128407411,2.687689729,6229.373969027724,3.386276865,9.7075,96.8566,0.6,57.0,59.42188,-1.7775184085000002,0.6,18580.064509248725,0.72,1280.96,11178.267808348071,0.6599999999999999,0.5966666666666667,0.76,0.5300000000000002,0.0,1.182,0.6566666666666666,20.6,1779.4,,,,,,,,,,,,,,,,,,,,,,,,481.5857408161503
6.11,4.606669594,2.242692341,19.68668142768269,2.825615289,5.64,459.1566666666667,0.0,76.0,520.054,-6.744630636668,0.4,35.63942003718686,0.77,3443.333333333333,15.036580252724905,0.84,1.4766666666666666,0.16,3.69,0.0,2.4080000000000004,2.006666666666667,1.0,21.3,,,,,,,,,,,,,,,,,,,,,,,,1292.5856764212965
8.43,5.128407411,2.687689729,9333.288924501649,3.386276865,9.7075,71.7349,0.6666666666666666,57.0,48.9132,-1.773214725,0.6666666666666666,18536.639285653902,0.72,1113.94,12422.728805443963,0.0899999999999998,0.405,1.33,0.0,0.0,1.3133333333333332,0.985,20.6,1779.4,,,,,,,,,,,,,,,,,,,,,,,,301.58575510847294
7.33,4.894871769,2.630893787,4676.034490592703,3.314718462,9.105,131.310225,0.6666666666666666,66.0,60.25504444444446,-4.220100786852221,0.6666666666666666,18569.536190107043,0.73,1524.775,12407.23597720198,0.8699999999999999,0.5525,0.53,2.15,0.7777777777777777,0.0941111111111111,0.21175,5.7,774.3,,,,,,,,,,,,,,,,,,,,,,,,694.5857239035686
27.09,7.567916457999999,3.981581991,73.82371962585654,5.016478962,31.56,67.85499999999999,0.0,139.0,67.79749999999999,-1.6703104299999998,0.0,87.2645923641349,1.4,1402.0,95.63986771689028,0.98,0.905,0.76,2.45,0.0,0.0,0.0,11.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,69.63722405788964
7.33,4.894871769,2.630893787,6238.343180592722,3.314718462,9.105,46.8603,0.5,66.0,35.99795,-3.64857029375,0.5,18562.00574304561,0.73,970.3666666666668,9326.80667706689,0.8500000000000001,0.62,0.76,2.3000000000000003,0.5,0.0,0.0,11.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,607.5857308115244
16.51,6.416364372,3.2135708380000003,38.90158773278653,4.048845545,16.5933333333,118.42333333333332,0.0,128.0,118.42333333333332,-2.6369238366666665,0.0,43.4252235948199,1.23,1872.666666666667,38.90158773278653,0.6599999999999999,1.0166666666666666,0.76,2.0800000000000005,0.0,0.0,0.0,11.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,336.58575232941024
8.43,5.128407411,2.687689729,6238.08863229673,3.386276865,9.7075,143.82326666666668,0.6666666666666666,57.0,57.44653333333334,-1.948883755555556,0.6666666666666666,18581.592189611987,0.72,1406.2933333333335,12423.883298375353,1.35,0.7,0.26,2.6,0.0,1.3992222222222224,0.9143333333333332,2.6,1797.4,,,,,,,,,,,,,,,,,,,,,,,,762.5857185042465
6.98,4.815689402,3.091182017,6223.681463496978,3.894645292,14.76875,89.0976,0.0,71.0,79.53712,-4.238048128,0.4,18569.27667352317,0.75,1031.736666666667,7457.353130041071,0.99,1.22,0.72,4.460000000000001,0.0,2.5748,2.1456666666666666,22.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,542.5857359726408
14.16,6.096226278,3.2135708380000003,35.02710355767429,4.048845545,16.5933333333,98.8,0.0,107.0,98.8,-2.9844031841666663,0.3333333333333333,33.779072696631104,1.06,1274.5,35.02710355767429,1.09,1.1566666666666665,0.17,3.15,0.0,0.5416666666666666,0.5416666666666666,22.5,104.5,,,,,,,,,,,,,,,,,,,,,,,,429.5857449450435
14.16,6.096226278,3.2135708380000003,38.2424871904039,4.048845545,16.5933333333,99.9,0.0,107.0,99.9,-3.064639404166667,0.3333333333333333,43.4252235948199,1.06,1437.166666666667,38.2424871904039,1.25,1.1466666666666665,0.17,3.23,0.0,0.5416666666666666,0.5416666666666666,20.6,106.4,,,,,,,,,,,,,,,,,,,,,,,,376.58574915333855
8.43,5.128407411,2.687689729,9313.308939123595,3.386276865,9.7075,154.0349,0.75,57.0,78.65235,-2.8449239906250003,0.75,18576.59925641001,0.72,1593.94,13957.4587532261,0.5800000000000001,0.635,0.75,0.0,0.0,1.4775,0.985,10.0,1790.0,,,,,,,,,,,,,,,,,,,,,,,,637.5857284294706
14.16,6.096226278,3.033694224,21.186114764736853,3.822215211,13.96,62.65,0.0,105.0,62.65,-2.6686083168750003,0.5,11.9608620598687,1.02,948.86,21.186114764736853,0.45,0.66,0.29,0.0,0.5,1.101,1.101,30.2,39.8,,,,,,,,,,,,,,,,,,,,,,,,335.585752408812
15.62,6.29893322,3.539684396,37.92629036924793,4.459722881,22.175,102.4175,0.0,105.0,51.724545454545456,-3.640109550832728,0.5454545454545454,54.123898945899896,1.02,1377.93,35.009974624600325,1.22,0.8325,0.29,2.55,0.5454545454545454,1.2010909090909092,0.5505,15.4,66.6,,,,,,,,,,,,,,,,,,,,,,,,369.5857497091512
15.62,6.29893322,3.722284555,41.2448382855888,4.689784663999999,25.786875,73.45,0.0,105.0,73.45,-2.8900151593750003,0.5,28.1565849818352,1.02,1186.36,41.2448382855888,0.97,0.42,0.29,0.0,0.5,1.101,1.101,22.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,219.58576161942003
6.6,4.726663002,2.242692341,38.94216835566721,2.825615289,5.64,431.55,0.0,76.0,415.77,-5.274921408,0.4,83.81586212968398,0.77,3119.666666666666,43.65850932545381,1.4500000000000002,1.3833333333333333,0.16,4.1400000000000015,0.0,1.7984000000000002,1.4986666666666668,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,1797.5856363233909
20.17,6.859228862999999,3.695665057,26.262443985840804,4.656246199,25.2375862069,125.33,0.0,120.0,73.46428571428572,-2.620632264975429,0.5714285714285714,2.5970625561974003,1.16,1487.5766666666668,26.43221255780505,0.52,0.8266666666666667,0.5,0.0499999999999998,0.5714285714285714,0.4565714285714286,0.2663333333333333,22.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,230.58576074600023
7.33,4.894871769,2.630893787,6209.627775974123,3.314718462,9.105,170.03363333333334,0.5,66.0,128.37795,-3.822808168125,0.5,18575.12151853951,0.73,1667.3666666666666,9305.270123602944,0.7799999999999999,0.8900000000000001,0.62,0.25,0.5,0.0,0.0,18.9,761.1,,,,,,,,,,,,,,,,,,,,,,,,614.5857302557117
14.61,6.160132677999999,3.444849839,37.66975424655961,4.340238825,20.44,247.95,0.0,111.0,210.9333333333333,-2.930181735,0.0,35.3067530598936,1.11,2414.0,43.554213089875205,1.0,1.17,0.26,2.3000000000000003,0.0,0.2576666666666666,0.3865,2.6,19.9,,,,,,,,,,,,,,,,,,,,,,,,217.5857617782236
20.17,6.859228862999999,3.695665057,50.572443846475366,4.656246199,25.2375862069,136.665,0.0,120.0,99.88333333333333,-2.996951254569,0.5,92.8442737382938,1.16,1537.4325,42.78456410625943,1.24,0.75,0.5,2.25,0.5,0.3995,0.19975,11.3,88.7,,,,,,,,,,,,,,,,,,,,,,,,199.5857632074558
25.23,7.39058945,4.052840562,44.95775141307713,5.106259136,33.285,195.08,0.0,139.0,195.08,-2.610966305,0.0,38.00249641263059,1.41,2258.333333333333,44.95775141307713,0.71,0.9866666666666668,0.71,1.8300000000000003,0.0,0.0,0.0,20.6,1.6999999999999993,,,,,,,,,,,,,,,,,,,,,,,,170.5857655101078
20.17,6.859228862999999,3.728679007,59.92487823540165,4.697841169,25.92,47.76000000000001,0.0,120.0,54.90666666666666,-1.7991539866666666,0.3333333333333333,65.4321472191481,1.16,959.5,70.83023610525967,1.11,0.3,0.5,0.0,0.3333333333333333,0.2663333333333333,0.3995,45.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,99.58577114763511
8.43,5.128407411,2.687689729,9311.576312704236,3.386276865,9.7075,75.1849,0.5,57.0,75.1849,-1.78397393375,0.5,18580.064509248725,0.72,849.94,9311.576312704236,0.5700000000000001,0.49,0.76,0.0,0.0,0.985,0.985,46.0,1754.0,,,,,,,,,,,,,,,,,,,,,,,,593.5857319231493
7.33,4.894871769,2.630893787,9304.395795503457,3.314718462,9.105,147.10545000000005,0.6,66.0,118.36654,-4.352244391,0.6,18575.60274197189,0.73,1441.05,11161.956069700644,0.8599999999999999,0.695,0.54,0.0,0.6,0.0,0.0,23.1,756.9,,,,,,,,,,,,,,,,,,,,,,,,792.5857161221927
10.33,5.487907316,2.74306794,24.71530692267127,3.456049039,10.32,279.59000000000003,0.0,124.0,279.59000000000003,-5.376095561666666,0.0,22.071928440814503,1.15,2888.0,24.71530692267127,0.3300000000000001,1.4066666666666667,0.69,2.0,0.0,0.0,0.0,11.0,2.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,204.58576281044685
15.62,6.29893322,3.2135708380000003,24.35530193727325,4.048845545,16.5933333333,78.55,0.0,105.0,101.4,-2.612330179583333,0.3333333333333333,5.622487714795902,1.02,1166.36,23.418220651473927,0.47,0.49,0.29,0.0,0.3333333333333333,0.7340000000000001,1.101,46.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,457.5857427217933
16.92,6.46904413,3.2062378330000003,21.901614571668755,4.039606536,16.48,158.56,0.0,120.0,132.11200000000002,-3.580644394,0.6,10.6143801083177,1.16,1875.0,22.96305258250052,0.04,0.695,0.5,0.0,0.6,0.4794000000000001,0.3995,23.1,21.9,,,,,,,,,,,,,,,,,,,,,,,,429.5857449450435
6.6,4.726663002,2.242692341,14.42073371595226,2.825615289,5.64,537.0,0.0,76.0,537.0,-7.31731583,0.5,11.191288001321082,0.77,3736.5,14.42073371595226,0.1,1.635,0.16,1.54,0.0,2.6345,2.6345,1.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,833.7677456801904
6.6,4.726663002,2.242692341,14.42073371595226,2.825615289,5.64,537.0,0.0,76.0,537.0,-7.31731583,0.5,11.191288001321082,0.77,3736.5,14.42073371595226,0.1,1.635,0.16,1.54,0.0,2.6345,2.6345,1.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,907.5857069909864
14.16,6.096226278,3.033694224,39.75589007817386,3.822215211,13.96,68.2,0.0,107.0,63.957142857142856,-2.3473109790457145,0.2857142857142857,60.6421809482754,1.06,921.8333333333331,53.5750551571995,1.34,1.2066666666666666,0.17,3.3,0.0,0.4642857142857143,0.5416666666666666,30.2,96.8,,,,,,,,,,,,,,,,,,,,,,,,414.5857461360704
28.3,7.678955297999999,4.111975037,49.1117331748094,5.180763906,34.7633333333,175.7,0.0,138.0,144.4325,-3.0769227279175,0.0,41.8911759605307,1.25,2010.0,45.32297206174385,0.54,0.61,0.97,0.92,0.5,0.2319999999999999,0.1546666666666666,5.2,76.8,,,,,,,,,,,,,,,,,,,,,,,,144.5857675745544
6.98,4.815689402,3.091182017,6221.216758579306,3.894645292,14.76875,56.62093333333333,0.0,71.0,95.84056,-3.8913877895,0.4,18564.28484480216,0.75,795.9033333333333,3749.904930068571,1.54,1.403333333333333,0.17,4.3100000000000005,0.0,1.6124,2.687333333333333,22.3,217.7,,,,,,,,,,,,,,,,,,,,,,,,485.1102590218785
14.47,6.140393047000001,3.0659471110000003,21.311294241689698,3.862851303,14.41,448.2466666666667,0.0,139.0,448.2466666666667,-6.351040331666668,0.0,12.2683989935009,1.28,3662.333333333334,21.311294241689698,0.1899999999999999,1.4533333333333334,0.64,1.85,0.0,0.0,0.0,5.9,16.1,,,,,,,,,,,,,,,,,,,,,,,,197.58576336625936
14.16,6.096226278,3.033694224,21.20724418031505,3.822215211,13.96,70.81,0.0,120.0,70.81,-2.3553959125,0.5,12.0031208910251,1.16,1069.0,21.20724418031505,0.24,0.66,0.5,0.0,0.5,0.3995,0.3995,30.2,14.8,,,,,,,,,,,,,,,,,,,,,,,,224.58576122241104
6.98,4.815689402,2.508239481,6214.511443458908,3.160183721,7.89,151.4876,0.0,71.0,150.85111999999995,-5.176257875,0.4,18584.400790163352,0.75,1525.736666666667,7448.826294690194,1.26,1.41,0.45,4.3100000000000005,0.0,2.5748,2.1456666666666666,11.3,228.7,,,,,,,,,,,,,,,,,,,,,,,,1112.585690713619
6.98,4.815689402,2.508239481,6218.640091283586,3.160183721,7.89,145.56426666666667,0.0,71.0,147.29712,-5.123154682,0.4,18584.400790163352,0.75,1491.736666666667,7451.303483385002,1.26,1.3866666666666665,0.45,4.460000000000001,0.0,2.5748,2.1456666666666666,11.3,228.7,,,,,,,,,,,,,,,,,,,,,,,,1049.5856957159324
6.6,4.726663002,2.242692341,6218.882395703533,2.825615289,5.64,284.8976,0.0,71.0,214.3714,-6.82885241875,0.75,18583.673876903507,0.75,2010.736666666667,9312.28653843235,1.55,1.42,0.16,4.460000000000001,0.0,4.3425,3.644333333333333,1.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,2014.5856190932016
7.33,4.894871769,2.630893787,4677.05659765145,3.314718462,9.105,318.477725,0.6,66.0,143.11654,-5.0703795265,0.6,18574.150436930217,0.73,2895.525,11173.418150472751,0.7799999999999999,0.9125,0.64,1.73,0.6,0.0,0.0,6.3,773.7,,,,,,,,,,,,,,,,,,,,,,,,781.5857169956122
7.33,4.894871769,2.630893787,9305.903839986242,3.314718462,9.105,129.73545,0.6,66.0,104.47054,-4.058977264,0.6,18572.58665300632,0.73,1283.55,11163.162505286871,0.7799999999999999,0.655,0.62,0.0,0.6,0.0,0.0,19.7,760.3,,,,,,,,,,,,,,,,,,,,,,,,674.5857254916042
8.43,5.128407411,2.687689729,4673.982046457921,3.386276865,9.7075,112.66745,0.25,57.0,112.66745,-2.7896865240625,0.5,18589.7786253967,0.72,1414.4,4673.982046457921,1.04,0.5775,0.29,2.0500000000000003,0.25,1.043,1.043,16.5,1783.5,,,,,,,,,,,,,,,,,,,,,,,,337.5857522500084
19.65,6.7997693120000005,3.390921571,52.630844026267326,4.272293466,19.495,154.4525,0.0,138.0,119.845,-2.669709065001667,0.0,95.875990352129,1.25,1745.5,46.40612559169396,0.79,0.7424999999999999,0.95,2.1,0.5,0.2319999999999999,0.1159999999999999,5.2,94.8,,,,,,,,,,,,,,,,,,,,,,,,159.58576638352753
7.33,4.894871769,2.630893787,4667.157546230841,3.314718462,9.105,131.102725,0.25,66.0,131.102725,-4.465475159375,0.5,18576.9914827546,0.73,1360.4,4667.157546230841,1.23,1.045,0.17,2.35,0.25,0.40625,0.40625,11.3,768.7,,,,,,,,,,,,,,,,,,,,,,,,561.5857344640067
20.17,6.859228862999999,3.728679007,46.0890431502614,4.697841169,25.92,83.25999999999998,0.0,120.0,83.25999999999998,-2.697157085,0.5,37.7604770488676,1.16,1550.5,46.0890431502614,0.92,0.405,0.5,0.0,0.5,0.3995,0.3995,20.6,24.4,,,,,,,,,,,,,,,,,,,,,,,,109.58577035361716
14.16,6.096226278,3.1964805060000003,37.07604506107028,4.027313073999999,16.33,87.48249999999999,0.0,105.0,78.82,-3.5522128438537504,0.625,58.7722167331871,1.02,1184.555,30.859933197273197,1.34,0.915,0.17,3.3,0.5,1.304125,0.95675,18.9,108.1,,,,,,,,,,,,,,,,,,,,,,,,531.5857368460606
8.43,5.128407411,2.687689729,6223.8766947912245,3.386276865,9.7075,177.82326666666663,0.6666666666666666,57.0,90.54653333333331,-2.2688053333333333,0.6666666666666666,18586.91018106004,0.72,1658.6266666666666,12412.742631059911,0.6900000000000001,0.8366666666666667,0.64,3.0500000000000003,0.0,1.3133333333333332,0.6566666666666666,11.8,1788.2,,,,,,,,,,,,,,,,,,,,,,,,526.5857372430696
8.43,5.128407411,2.687689729,6227.092078423952,3.386276865,9.7075,178.92326666666665,0.6666666666666666,57.0,91.09653333333333,-2.3089234433333337,0.6666666666666666,18586.91018106004,0.72,1821.293333333333,12414.350322876277,0.7799999999999999,0.8266666666666667,0.64,3.1300000000000003,0.0,1.3133333333333332,0.6566666666666666,11.8,1788.2,,,,,,,,,,,,,,,,,,,,,,,,520.5857377194803
19.65,6.7997693120000005,3.390921571,27.768357089171094,4.272293466,19.495,75.25,0.0,138.0,75.25,-1.976738365835,0.0,12.3766632667522,1.36,1150.5,27.768357089171094,0.02,0.62,0.95,0.0,0.5,0.2319999999999999,0.2319999999999999,18.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,144.5857675745544
6.98,4.815689402,3.091182017,6229.219890579096,3.894645292,14.76875,70.32093333333333,0.0,71.0,98.27255999999998,-3.619874066,0.2,18562.30754317501,0.75,1360.0700000000004,3763.519647017335,0.95,1.24,0.76,4.540000000000001,0.0,1.2874,2.1456666666666666,11.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,435.58574446863264
7.33,4.894871769,2.630893787,6217.458975055531,3.314718462,9.105,135.5703,0.4,66.0,160.68436,-5.30800001575,0.6000000000000001,18565.030620694728,0.73,1475.273333333333,7455.517460907701,1.11,0.4033333333333333,0.29,0.0,0.6000000000000001,0.4404,0.7340000000000001,11.3,768.7,,,,,,,,,,,,,,,,,,,,,,,,524.5857374018732
6.98,4.815689402,2.508239481,6221.855474916315,3.160183721,7.89,146.66426666666666,0.0,71.0,147.95712,-5.171296414,0.4,18584.400790163352,0.75,1654.4033333333334,7453.232713564638,1.26,1.3766666666666665,0.45,4.540000000000001,0.0,2.5748,2.1456666666666666,11.3,228.7,,,,,,,,,,,,,,,,,,,,,,,,1002.5856994478164
7.33,4.894871769,2.630893787,4678.185955960521,3.314718462,9.105,320.045225,0.6,66.0,143.74354,-4.9166741675,0.6,18574.150436930217,0.73,2925.275,11173.86989379638,0.7799999999999999,0.905,0.64,1.73,0.6,0.0,0.0,5.2,774.8,,,,,,,,,,,,,,,,,,,,,,,,753.9456261761827
7.33,4.894871769,2.630893787,4678.185955960521,3.314718462,9.105,320.045225,0.6,66.0,143.74354,-4.9166741675,0.6,18574.150436930217,0.73,2925.275,11173.86989379638,0.7799999999999999,0.905,0.64,1.73,0.6,0.0,0.0,5.2,774.8,,,,,,,,,,,,,,,,,,,,,,,,754.4592429505203
