MiracleRadius_composition_average,ThirdIonizationEnergy_min_value,IsMetal_composition_average,SecondIonizationEnergy_min_value,MiracleRadius_max_value,Density_composition_average,MiracleRadius_arithmetic_average,MendeleevNumber_composition_average,AtomicRadii_max_value,CovalentRadius_max_value,IsPnictide_composition_average,HeatVaporization_min_value,NpValence_composition_average,ShearModulus_max_value,n_ws^third_composition_average,NUnfilled_composition_average,MendeleevNumber_max_value,phi_composition_average,GSenergy_pa_arithmetic_average,NpUnfilled_composition_average,BoilingT_min_value,Electronegativity_composition_average,AtomicVolume_composition_average,MendeleevNumber_arithmetic_average,HeatCapacityMolar_difference,SecondIonizationEnergy_composition_average,BCCfermi_max_value,FirstIonizationEnergy_max_value,ThermalConductivity_difference,ShearModulus_composition_average,NValance_max_value,BCCenergy_pa_composition_average,NfValence_composition_average,Electronegativity_arithmetic_average,NValance_composition_average,Period_composition_average,CovalentRadius_composition_average,Density_arithmetic_average,ElectronAffinity_composition_average,BCCfermi_composition_average,GSenergy_pa_composition_average,MiracleRadius_difference,ElectricalConductivity_composition_average,NUnfilled_arithmetic_average,phi_arithmetic_average,FirstIonizationEnergy_composition_average,IonizationEnergy_composition_average,NValance_arithmetic_average,Number_max_value,NpUnfilled_arithmetic_average,MeltingT_composition_average,NpUnfilled_max_value,Row_composition_average,NpValence_min_value,AtomicWeight_composition_average,NdValence_composition_average,IsTransitionMetal_composition_average,NdUnfilled_composition_average,IsDBlock_composition_average,IsFCC_composition_average,MendeleevNumber_difference,BCCfermi_difference,ElectricalConductivity_max_value,ThirdIonizationEnergy_composition_average,Polarizability_composition_average,SpaceGroupNumber_composition_average,ThermalConductivity_min_value,AtomicNumber_max_value,Polarizability_min_value,ThermalExpansionCoefficient_difference,SecondIonizationEnergy_arithmetic_average,phi_min_value,IsNonmetal_composition_average,target
50.66666666666666,34.202,0.3333333333333333,18.759,152.0,4512.464,76.0,85.66666666666667,1.6,132.0,0.0,3.2698,3.333333333333333,0.0,0.4133333333333333,0.6666666666666666,93.0,1.4,-0.974083259957,0.6666666666666666,84.88,3.32,12409.276292242275,82.0,3.3209999999999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.092018471
109.5,30.502,0.5,14.632,155.0,3655.7145,109.5,83.5,1.62,139.0,0.0,3.4109,3.0,18.0,0.62,3.0,87.0,2.075,-4.3589194975000005,3.0,90.1,2.7,9309.581975875732,83.5,2.3880000000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272537777
187.66666666666669,34.83,0.6666666666666666,23.33,230.0,1224.0,166.5,31.33333333333333,2.35,203.0,0.0,10.0,1.3333333333333333,1.3,0.4333333333333333,1.3333333333333333,88.0,1.5,-2.59737821604,0.6666666666666666,717.72,1.4066666666666667,59.62075838694235,45.5,6.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8034571159999999
107.5,34.83,0.5,18.211,112.0,1904.0,107.5,77.5,1.27,105.0,0.0,10.0,2.0,132.0,0.835,1.0,88.0,2.525,-3.926127706875001,1.0,717.72,2.075,17.632361125060495,77.5,6.256999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8609366209999999
53.33333333333334,33.0,0.3333333333333333,15.035,160.0,3872.666666666667,80.0,86.66666666666669,1.6,141.0,0.0,20.9,3.333333333333333,17.0,0.39,0.6666666666666666,96.0,1.15,-1.52383736375,0.6666666666666666,457.3,2.21,36.1800026776315,82.0,29.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827369273
122.0,36.0,0.5,21.8,244.0,2326.0,122.0,49.5,2.48,220.0,0.0,14.725,2.5,0.0,0.3,1.0,95.0,1.05,-1.27318018125,0.5,332.0,1.89,67.58438858460711,49.5,44.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7551122659999999
44.66666666666666,29.31,0.3333333333333333,14.65,134.0,2038.8093333333327,67.0,78.0,1.321,153.0,0.0,10.2,3.333333333333333,47.0,0.5466666666666666,3.0,94.0,1.4166666666666667,-5.3618472225,0.6666666666666666,238.96,2.6500000000000004,12216.286324449791,70.0,9.058999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71432976
117.0,54.934,0.3333333333333333,10.004,223.0,1170.9526666666666,143.5,61.0,2.22,215.0,0.0,3.4109,2.6666666666666665,4.9,0.27,1.3333333333333333,87.0,0.7733333333333333,-3.3401570825,1.3333333333333333,90.1,2.5900000000000003,12416.454538217831,48.0,1.3079999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23325001
141.33333333333334,54.934,0.6666666666666666,35.117,180.0,645.8096666666668,122.0,30.33333333333333,1.9,166.0,0.0,3.4109,1.3333333333333333,3.3,0.5466666666666666,1.3333333333333333,87.0,1.8,-3.008516644165,0.6666666666666666,90.1,1.7666666666666666,6223.691274751302,44.5,1.1479999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87909588
125.0,30.82,0.3333333333333333,18.563,139.0,10242.666666666666,128.5,80.33333333333334,1.4,136.0,0.0,26.32,2.6666666666666665,61.0,0.5933333333333334,2.0,89.0,1.8833333333333333,-4.749650795,1.3333333333333333,958.0,2.46,23.2593575861298,76.0,0.4969999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.204119983
100.33333333333334,47.887,0.6666666666666666,18.211,112.0,1985.333333333333,94.5,70.33333333333333,1.12,96.0,0.0,297.0,0.6666666666666666,132.0,1.7033333333333331,1.3333333333333333,77.0,5.446666666666667,-6.482376175,1.3333333333333333,2743.0,1.8966666666666665,8.3404808753971,72.0,7.926000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.173768823
140.66666666666666,30.82,0.6666666666666666,21.19,152.0,1963.0,135.0,30.333333333333336,1.55,128.0,0.0,26.32,1.3333333333333333,4.2,0.6533333333333333,1.3333333333333333,89.0,1.9,-2.67033941,0.6666666666666666,958.0,1.5033333333333334,23.43230692852607,45.0,0.5030000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894316063
70.66666666666667,39.611,0.3333333333333333,11.03,212.0,878.8093333333333,106.0,65.33333333333333,2.15,195.0,0.0,10.2,3.333333333333333,6.1,0.28,0.6666666666666666,94.0,0.7999999999999999,-1.7336236775,0.6666666666666666,238.96,2.4233333333333342,12230.1124019683,51.0,7.158999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928395852
89.0,54.934,0.3333333333333333,18.563,139.0,7030.952666666667,101.5,79.0,1.38,136.0,0.0,3.4109,2.6666666666666665,61.0,0.5933333333333334,2.0,87.0,1.8833333333333333,-5.3926507925,1.3333333333333333,90.1,3.053333333333333,12399.918265495178,75.0,3.5180000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.351022853
159.33333333333334,30.82,0.6666666666666666,21.19,180.0,2251.6666666666665,149.0,31.0,1.9,166.0,0.0,26.32,1.3333333333333333,3.7,0.5466666666666666,1.3333333333333333,89.0,1.8,-2.365516646665,0.6666666666666666,958.0,1.47,35.361820796777664,45.5,2.8670000000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8762178409999999
93.5,33.492,0.0,16.345,110.0,2295.0,93.5,77.5,1.32,111.0,0.0,359.0,2.0,0.0,1.635,4.0,78.0,5.4700000000000015,-7.31731583,4.0,3173.0,2.225,14.42073371595226,77.5,11.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015359755
88.0,54.934,0.5,18.211,112.0,924.7145,88.0,77.0,1.12,96.0,0.0,3.4109,2.0,132.0,0.835,1.0,87.0,2.525,-4.2559153,1.0,90.1,2.505,9300.147671472423,77.0,12.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8573324959999999
80.0,37.93,0.0,25.154,88.0,1230.6255,80.0,77.0,0.98,84.0,0.5,2.7928,2.0,0.0,1.7,4.0,82.0,6.08,-7.444569682085,4.0,77.21,2.54,9299.898366942043,77.0,18.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69019608
72.0,33.0,0.5,19.131,144.0,7715.0,72.0,80.5,1.444,145.0,0.0,20.9,2.5,30.0,0.68,1.0,96.0,2.175,-2.1353979887500003,0.5,457.3,2.295,29.867252709262356,80.5,29.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864511081
150.0,27.96,0.5,15.035,160.0,3989.0,150.0,79.0,1.6,141.0,0.0,50.63,2.0,17.0,0.585,1.0,90.0,1.725,-2.341787408335,1.0,1261.0,1.705,28.589490909086948,79.0,0.8610000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902002891
120.33333333333334,30.651,0.3333333333333333,16.18,125.0,5837.333333333332,121.5,77.66666666666667,1.4,132.0,0.0,26.32,2.6666666666666665,82.0,0.59,2.6666666666666665,89.0,1.643333333333333,-5.878138135,1.3333333333333333,958.0,2.31,22.06499140706584,72.0,0.2629999999999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5662017190000002
110.33333333333334,30.651,0.3333333333333333,16.18,125.0,3931.333333333333,114.0,77.0,1.27,132.0,0.0,10.0,2.6666666666666665,82.0,0.59,2.6666666666666665,88.0,1.643333333333333,-6.191350539375,1.3333333333333333,717.72,2.33,22.036818852961563,71.5,2.400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.439016728
42.0,35.17,0.3333333333333333,18.168,126.0,2970.4640000000004,63.0,82.33333333333333,1.246,124.0,0.0,3.2698,3.333333333333333,76.0,0.5833333333333334,1.3333333333333333,93.0,1.7333333333333334,-3.62219276375,0.6666666666666666,84.88,3.29,12404.719473032968,77.0,5.233999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7160033440000001
105.33333333333334,33.492,0.0,16.345,110.0,2083.333333333333,106.5,84.66666666666666,1.32,111.0,0.0,10.0,3.333333333333333,0.0,0.5,2.6666666666666665,88.0,1.5666666666666669,-4.761067361875,2.6666666666666665,717.72,2.353333333333333,24.783156435318407,83.0,2.7100000000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604226053
122.0,33.0,0.5,19.131,244.0,3236.0,122.0,50.0,2.48,220.0,0.0,20.9,2.5,0.0,0.3,1.0,96.0,1.05,-1.23436872125,0.5,457.3,1.74,67.64990465680481,50.0,23.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7551122659999999
115.0,27.16,0.3333333333333333,16.461,139.0,4733.333333333333,121.0,75.33333333333333,1.362,154.0,0.0,10.0,2.6666666666666665,20.0,0.59,3.333333333333333,88.0,1.55,-7.471662244375,1.3333333333333333,717.72,2.44,23.27799075904824,69.0,1.3599999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989449818
135.66666666666666,34.83,0.6666666666666666,23.33,152.0,1010.0,127.5,30.0,1.55,128.0,0.0,10.0,1.3333333333333333,4.2,0.6533333333333333,1.3333333333333333,88.0,1.9,-2.983551814375,0.6666666666666666,717.72,1.5133333333333332,23.418220651473927,44.5,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870403905
122.0,39.611,0.5,23.81,244.0,767.607,122.0,49.0,2.48,220.0,0.0,10.2,2.5,0.0,0.3,1.0,94.0,1.05,-1.37388439,0.5,238.96,1.99,9205.073994704588,49.0,2.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7520484479999999
132.0,47.448,0.75,29.601,152.0,401.56275,112.0,21.25,1.55,128.0,0.25,2.7928,0.75,4.2,1.1475,1.5,82.0,3.8525,-5.04066406,0.75,77.21,1.495,4664.282785214607,41.5,4.263999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.118264726
90.0,33.0,0.5,19.131,180.0,2954.0,90.0,49.0,1.9,166.0,0.0,20.9,2.5,3.3,0.41,1.0,96.0,1.35,-1.382821900415,0.5,457.3,1.7950000000000002,41.048593175443294,49.0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.922206277
130.0,34.83,0.5,16.908,157.0,5305.0,130.0,79.0,1.489,144.0,0.0,10.0,2.0,19.0,0.62,1.0,88.0,2.025,-2.454695471875,1.0,717.72,2.135,24.373285625233105,79.0,3.3200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.020775488
157.5,34.83,0.5,11.03,212.0,2295.0,157.5,48.0,2.15,195.0,0.0,10.0,2.0,6.1,0.42,1.0,88.0,1.2,-2.8900151593750003,1.0,717.72,1.765,41.2448382855888,48.0,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.074450719
137.5,30.82,0.5,16.908,157.0,6734.5,137.5,79.5,1.489,144.0,0.0,26.32,2.0,19.0,0.62,1.0,89.0,2.025,-2.1414830675,1.0,958.0,2.12,24.3944150408113,79.5,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111598525
53.33333333333334,39.611,0.3333333333333333,15.035,160.0,581.476,80.0,85.33333333333333,1.6,141.0,0.0,10.2,3.333333333333333,17.0,0.39,0.6666666666666666,94.0,1.15,-1.6633530325,0.6666666666666666,238.96,2.543333333333333,12219.412122741343,81.0,9.079999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.705007959
139.0,30.82,0.5,15.035,160.0,3278.5,139.0,78.5,1.6,141.0,0.0,26.32,2.0,17.0,0.585,1.0,89.0,1.725,-2.50653211,1.0,958.0,1.93,25.215548860727147,78.5,0.4939999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859738566
90.0,36.0,0.5,21.8,180.0,2044.0,90.0,48.5,1.9,166.0,0.0,14.725,2.5,3.3,0.41,1.0,95.0,1.35,-1.421633360415,0.5,332.0,1.945,40.9830771032456,48.5,47.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86332286
170.5,27.96,0.5,11.871,201.0,3895.0,170.5,48.5,1.97,176.0,0.0,50.63,2.0,16.0,0.455,1.0,90.0,1.275,-2.5448160358350003,1.0,1261.0,1.55,38.4469380125094,48.5,0.198999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.112605002
197.0,34.83,0.6666666666666666,23.33,244.0,1674.666666666667,173.5,32.0,2.48,220.0,0.0,10.0,1.3333333333333333,0.0,0.4,1.3333333333333333,88.0,1.4,-2.530275871875,0.6666666666666666,717.72,1.4066666666666667,70.81614982820753,46.0,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8202014590000001
67.0,39.611,0.3333333333333333,11.871,201.0,518.8093333333333,100.5,65.0,1.97,176.0,0.0,10.2,3.333333333333333,7.4,0.3033333333333333,0.6666666666666666,94.0,0.85,-1.86638166,0.6666666666666666,238.96,2.4400000000000004,12225.983754143625,50.5,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8549130220000001
120.0,47.448,0.25,25.1,264.0,470.68825,168.0,62.75,2.67,244.0,0.75,2.7928,2.25,0.0,1.3749999999999998,2.5,82.0,5.6325,-4.533033835,2.25,77.21,2.4775,13973.73822891608,43.5,3.0860000000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84509804
108.0,54.934,0.5,35.117,152.0,268.2145,108.0,44.0,1.55,128.0,0.0,3.4109,2.0,4.2,0.49,1.5,87.0,1.425,-3.3133394075,1.0,90.1,2.21,9306.870612284638,44.0,4.518000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959994838
53.33333333333334,80.143,0.3333333333333333,15.035,160.0,579.3932666666667,80.0,84.0,1.6,141.0,0.0,0.4581,0.0,17.0,1.39,0.6666666666666666,92.0,4.616666666666667,-2.4367815375,0.0,20.13,1.903333333333333,12419.775391570078,80.0,3.966999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.042969073
139.5,30.18,0.75,19.725,152.0,857.0,127.0,21.5,1.55,128.0,0.25,12.4,0.75,4.2,1.1475,1.5,83.0,3.5250000000000004,-3.63519797625,0.75,553.5,1.2825,23.21157401406677,42.0,1.0359999999999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057285644
88.4,30.651,0.4,16.18,125.0,3150.4574,94.5,74.2,1.241,132.0,0.0,3.4109,2.4,82.0,0.708,2.8,87.0,1.972,-6.5211381325,1.2,90.1,2.7960000000000003,11160.029245881458,71.0,4.277999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.298197867
22.0,33.0,0.0,19.131,88.0,4320.0,44.0,90.0,1.33,139.0,0.0,20.9,4.0,0.0,0.4375,2.0,96.0,1.325,-4.091550285835,2.0,457.3,2.505,33.818584917796606,84.0,43.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46834733
34.0,30.18,0.0,19.131,102.0,3901.0,51.0,91.66666666666669,1.33,139.0,0.3333333333333333,12.4,4.333333333333334,0.0,0.5499999999999999,1.6666666666666663,96.0,1.85,-3.45295573,1.6666666666666663,457.3,2.5033333333333334,37.84394558463632,89.5,30.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62838893
46.66666666666666,39.611,0.3333333333333333,17.964000000000002,140.0,2382.142666666666,70.0,85.66666666666666,1.332,122.0,0.0,10.2,3.333333333333333,43.0,0.44,0.6666666666666666,94.0,1.3666666666666665,-1.512216835,0.6666666666666666,238.96,2.6566666666666667,12216.739919621066,81.5,8.558999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7160033440000001
95.33333333333331,23.32,0.3333333333333333,14.925,158.0,4437.619333333334,111.0,73.0,1.564,175.0,0.0,3.4109,2.6666666666666665,30.0,0.4833333333333333,4.0,87.0,1.2,-7.35554562,1.3333333333333333,90.1,2.7266666666666666,12402.221014724411,66.0,3.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.273001272
113.66666666666669,34.83,0.3333333333333333,23.33,135.0,7723.333333333334,119.0,75.66666666666666,1.37,162.0,0.0,10.0,2.6666666666666665,161.0,0.6033333333333334,3.333333333333333,88.0,1.6,-8.528008669375,1.3333333333333333,717.72,2.506666666666667,23.39727533777917,69.5,1.5700000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968949681
93.5,33.492,0.0,16.345,110.0,2295.0,93.5,77.5,1.32,111.0,0.0,359.0,2.0,0.0,1.635,4.0,78.0,5.4700000000000015,-7.31731583,4.0,3173.0,2.225,14.42073371595226,77.5,11.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.024485668
123.66666666666669,30.82,0.3333333333333333,21.19,135.0,9629.333333333334,126.5,76.33333333333334,1.4,162.0,0.0,26.32,2.6666666666666665,161.0,0.6033333333333334,3.333333333333333,89.0,1.6,-8.214796265,1.3333333333333333,958.0,2.4866666666666664,23.42544789188344,70.0,1.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011147361
184.66666666666663,25.3,1.0,16.53,244.0,4975.333333333334,199.5,58.0,2.48,220.0,0.6666666666666666,67.97,2.0,20.0,1.04,2.333333333333333,85.0,3.6333333333333337,-2.5403486825,2.0,961.0,1.6399999999999997,51.007932910851295,44.5,5.829999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13289977
130.5,30.82,0.5,20.521,143.0,12059.5,130.5,77.5,1.442,136.0,0.0,26.32,2.0,27.0,0.785,1.5,89.0,2.575,-3.34024226,1.0,958.0,2.545,22.07793412115405,77.5,0.0549999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052693942
129.0,28.351,1.0,16.908,157.0,6701.333333333334,136.0,79.33333333333333,1.489,144.0,0.6666666666666666,32.4,2.0,19.0,1.3733333333333333,2.0,84.0,4.55,-2.73153167,2.0,887.0,2.0166666666666666,21.675985643383665,77.0,1.379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3471347830000002
140.28571428571428,27.96,0.2857142857142857,18.6,141.0,5228.571428571428,140.5,85.14285714285717,1.6,138.0,0.0,50.63,3.1428571428571432,26.0,0.3971428571428571,2.8571428571428568,90.0,1.2,-3.4433628133350003,2.8571428571428568,1261.0,1.96,28.996041806822262,81.5,1.5300000000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.269979677
