BCCmagmom_arithmetic_average,NdUnfilled_arithmetic_average,AtomicRadii_min_value,num_electron,BCCmagmom_composition_average,GSmagmom_composition_average,NdUnfilled_composition_average,heusler type_0,NUnfilled_composition_average,heusler type_2,MendeleevNumber_composition_average,Group_composition_average,Column_composition_average,phi_composition_average,NUnfilled_arithmetic_average,Group_min_value,BCCenergy_pa_composition_average,Electronegativity_arithmetic_average,ElectricalConductivity_composition_average,Electronegativity_composition_average,Column_min_value,ElectronAffinity_composition_average,GSenergy_pa_min_value,GSenergy_pa_max_value,IsBCC_composition_average,MendeleevNumber_arithmetic_average,valence_composition_average,Polarizability_composition_average,ThermalConductivity_composition_average,ICSDVolume_min_value,phi_difference,GSenergy_pa_composition_average,n_ws^third_composition_average,NdValence_arithmetic_average,ShearModulus_composition_average,Group_arithmetic_average,Polarizability_arithmetic_average,valence_difference,Density_composition_average,phi_arithmetic_average,ShearModulus_arithmetic_average,IsBCC_arithmetic_average,phi_max_value,BulkModulus_composition_average,ElectronAffinity_difference,NUnfilled_max_value,MendeleevNumber_min_value,target
0.0,5.0,1.321,19,0.0,5.633333333325e-06,5.5,1.0,6.25,0.0,55.0,7.25,7.25,4.175000000000002,6.0,4.0,-7.357426154999999,1.7399999999999998,3.3,1.7125,4.0,55.25,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,254.87
0.0,3.5,1.321,18,0.0,0.0,5.25,1.0,6.5,0.0,52.75,7.0,7.0,4.2375,6.0,5.0,-7.6169923,1.62,12.425,1.625,5.0,48.75,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0,3.5,1.32,19,0.0,0.0,5.25,1.0,6.25,0.0,54.0,7.25,7.25,4.3625,5.5,5.0,-7.929948115,1.765,3.0001,1.6974999999999998,5.0,70.9,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0,3.5,1.321,19,0.0,0.0,5.25,1.0,6.25,0.0,54.25,7.25,7.25,4.325,5.5,5.0,-7.77403674,1.82,3.00000075,1.725,5.0,67.5,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,0.02
0.0,3.5,1.321,19,0.0,0.0,5.25,1.0,6.25,0.0,54.5,7.25,7.25,4.225,5.5,5.0,-7.6781768775,1.795,5.175,1.7125,5.0,67.75,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,0.03
0.0,3.5,1.321,20,0.0,0.0,5.25,1.0,6.0,0.0,55.75,7.5,7.5,4.2875,5.0,5.0,-7.6769243,1.84,3.65,1.735,5.0,62.75,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,307.34
0.0,4.0,1.249,19,0.0,0.0,4.75,1.0,6.25,0.0,53.5,7.25,7.25,4.3375,6.000000000000001,5.0,-7.7583790225,1.6333333333333333,13.4,1.6325,5.0,52.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,172.33
0.0,4.0,1.249,19,0.0,0.0,4.75,1.0,6.25,0.0,54.0,7.25,7.25,4.2625,6.000000000000001,5.0,-7.50930852,1.69,4.825,1.675,5.0,48.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,220.75
0.0,4.0,1.249,20,0.0,0.0,4.75,1.0,6.0,0.0,54.75,7.5,7.5,4.4625,5.666666666666668,5.0,-8.0713348375,1.73,3.9751,1.705,5.0,74.4,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,0.02
0.0,4.0,1.249,20,0.0,0.0,4.75,1.0,6.0,0.0,55.0,7.5,7.5,4.425,5.666666666666668,5.0,-7.9154234625,1.7666666666666666,3.97500075,1.7325,5.0,71.0,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0,4.0,1.249,20,0.0,0.0,4.75,1.0,6.0,0.0,55.25,7.5,7.5,4.325,5.666666666666668,5.0,-7.819563599999999,1.75,6.15,1.72,5.0,71.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,284.74
0.0,4.0,1.249,21,0.0,0.0,4.75,1.0,5.75,0.0,56.5,7.75,7.75,4.3875,5.333333333333334,5.0,-7.8183110225,1.7799999999999998,4.625,1.7425,5.0,66.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,140.07
0.2728576333333333,4.0,1.24,20,0.204643225,7.753017241375e-05,4.75,1.0,6.0,0.0,54.75,7.5,7.5,4.2125,5.666666666666668,5.0,-7.350709315,1.653333333333333,2.975,1.6475,5.0,32.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,251.21
0.2728576333333333,4.0,1.24,21,0.204643225,7.753017241375e-05,4.75,1.0,5.75,0.0,55.5,7.75,7.75,4.4125,5.333333333333333,5.0,-7.9127356325,1.6933333333333334,2.1251,1.6774999999999998,5.0,58.4,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,309.86
0.2728576333333333,4.0,1.24,21,0.204643225,7.753017241375e-05,4.75,1.0,5.75,0.0,55.75,7.75,7.75,4.375,5.333333333333333,5.0,-7.7568242575,1.73,2.12500075,1.7049999999999998,5.0,55.0,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,205.77
0.2728576333333333,4.0,1.24,21,0.204643225,7.753017241375e-05,4.75,1.0,5.75,0.0,56.0,7.75,7.75,4.275,5.333333333333333,5.0,-7.6609643950000015,1.7133333333333334,4.3,1.6925,5.0,55.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,219.25
0.2728576333333333,4.0,1.24,22,0.204643225,7.753017241375e-05,4.75,1.0,5.5,0.0,56.75,8.0,8.0,4.625,5.0,5.0,-7.857992085,1.79,2.125,1.75,5.0,42.925,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,350.26
0.2728576333333333,4.0,1.24,22,0.204643225,7.753017241375e-05,4.75,1.0,5.5,0.0,57.0,8.0,8.0,4.4375,5.0,5.0,-7.7409740325,1.7866666666666666,3.075,1.7475,5.0,44.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,353.58
0.7035542666666667,3.666666666666667,1.241,21,0.5276656999999999,0.5276656999999999,4.5,1.0,5.75,0.0,55.0,7.75,7.75,4.4075,5.333333333333334,5.0,-7.4535482175,1.69,14.225,1.675,5.0,42.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,276.92
0.7035542666666667,3.666666666666667,1.241,21,0.5276656999999999,0.5276656999999999,4.5,1.0,5.75,0.0,55.25,7.75,7.75,4.3825,5.333333333333334,5.0,-7.285599125,1.7566666666666668,5.25,1.725,5.0,38.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,291.04
0.7035542666666667,3.666666666666667,1.241,22,0.5276656999999999,0.5276656999999999,4.5,1.0,5.5,0.0,56.5,8.0,8.0,4.495,5.0,5.0,-7.6105926575,1.8233333333333333,4.80000075,1.775,5.0,61.0,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,146.38
0.7035542666666667,3.666666666666667,1.241,23,0.5276656999999999,0.5276656999999999,4.5,1.0,5.25,0.0,57.5,8.25,8.25,4.745,4.666666666666667,5.0,-7.711760485,1.8833333333333333,4.8,1.82,5.0,48.925,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,288.27
0.7035542666666667,3.666666666666667,1.241,23,0.5276656999999999,0.5276656999999999,4.5,1.0,5.25,0.0,57.75,8.25,8.25,4.5575,4.666666666666667,5.0,-7.5947424325,1.88,5.75,1.8175,5.0,50.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,257.25
0.7035542666666667,3.666666666666667,1.241,23,0.5276656999999999,0.5276656999999999,4.5,1.0,5.25,0.0,58.0,8.25,8.25,4.4575,4.666666666666667,5.0,-7.5134802175,1.8366666666666664,5.45,1.785,5.0,56.25,-8.93926069,-8.93926069,0.75,,,,,,,,,,,,,,,,,,,,,,,236.11
0.5613457333333333,3.333333333333333,1.253,22,0.4210093,0.3871178,4.25,1.0,5.5,0.0,55.75,8.0,8.0,4.45,5.0,5.0,-7.12719877,1.7066666666666666,15.9,1.6875,5.0,53.75,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.35
0.5613457333333333,3.333333333333333,1.253,22,0.4210093,0.3871178,4.25,1.0,5.5,0.0,56.0,8.0,8.0,4.425,5.0,5.0,-6.9592496775,1.7733333333333334,6.925,1.7374999999999998,5.0,49.75,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.77
0.5613457333333333,3.333333333333333,1.253,22,0.4210093,0.3871178,4.25,1.0,5.5,0.0,56.25,8.0,8.0,4.375,5.0,5.0,-6.8781282675,1.7633333333333332,7.324999999999998,1.73,5.0,49.75,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,578.69
0.5613457333333333,3.333333333333333,1.253,23,0.4210093,0.3871178,4.25,1.0,5.25,0.0,57.5,8.25,8.25,4.4375,4.666666666666667,5.0,-7.1883833475,1.8233333333333333,8.649999999999999,1.775,5.0,72.75,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,14.91
0.5613457333333333,3.333333333333333,1.253,24,0.4210093,0.3871178,4.25,1.0,5.0,0.0,58.25,8.5,8.5,4.7875,4.333333333333334,5.0,-7.3854110375,1.9,6.475,1.8325,5.0,60.425,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.02
0.5613457333333333,3.333333333333333,1.253,24,0.4210093,0.3871178,4.25,1.0,5.0,0.0,58.75,8.5,8.5,4.5,4.333333333333334,5.0,-7.18713077,1.853333333333333,7.125,1.7975,5.0,67.75,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.02
0.0215224,3.0,1.246,23,0.0161418,0.148848675,4.0,1.0,5.25,0.0,56.5,8.25,8.25,4.475,4.666666666666667,5.0,-6.7419618875,1.7166666666666668,15.075,1.695,5.0,64.0,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0215224,3.0,1.246,23,0.0161418,0.148848675,4.0,1.0,5.25,0.0,57.0,8.25,8.25,4.4,4.666666666666667,5.0,-6.492891385,1.7733333333333334,6.5,1.7375,5.0,60.0,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0215224,3.0,1.246,24,0.0161418,0.148848675,4.0,1.0,5.0,0.0,57.75,8.5,8.5,4.6,4.333333333333333,5.0,-7.0549177025,1.8133333333333328,5.6501,1.7675,5.0,86.15,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0215224,3.0,1.246,24,0.0161418,0.148848675,4.0,1.0,5.0,0.0,58.25,8.5,8.5,4.4625,4.333333333333333,5.0,-6.803146465,1.8333333333333333,7.825,1.7825,5.0,83.0,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0215224,3.0,1.246,25,0.0161418,0.148848675,4.0,1.0,4.75,0.0,59.5,8.75,8.75,4.525,4.0,5.0,-6.8018938875,1.8633333333333333,6.300000000000002,1.805,5.0,78.0,-8.93926069,-8.93926069,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0,4.666666666666667,1.249,18,0.0,1.5875e-06,4.75,1.0,6.5,0.0,45.5,7.0,7.0,4.1875,6.666666666666668,3.0,-7.2079733625,1.5433333333333334,13.75,1.5725,3.0,47.775,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,859.64
0.0,4.666666666666667,1.249,18,0.0,1.5875e-06,4.75,1.0,6.5,0.0,45.75,7.0,7.0,4.1625,6.666666666666668,3.0,-7.04002427,1.6100000000000003,4.775,1.6225,3.0,43.775,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,863.94
0.0,4.666666666666667,1.249,18,0.0,1.5875e-06,4.75,1.0,6.5,0.0,46.0,7.0,7.0,4.1125,6.666666666666668,3.0,-6.95890286,1.6,5.175,1.615,3.0,43.775,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,778.1
0.0,4.666666666666667,1.249,19,0.0,1.5875e-06,4.75,1.0,6.25,0.0,46.75,7.25,7.25,4.3125,6.333333333333332,3.0,-7.5209291775,1.64,4.3251,1.645,3.0,69.925,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,797.6
0.0,4.666666666666667,1.249,19,0.0,1.5875e-06,4.75,1.0,6.25,0.0,47.25,7.25,7.25,4.175000000000002,6.333333333333332,3.0,-7.26915794,1.66,6.5,1.66,3.0,66.775,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,679.48
0.0,4.666666666666667,1.249,20,0.0,1.5875e-06,4.75,1.0,6.0,0.0,48.25,7.5,7.5,4.3375,6.0,3.0,-7.3491675775,1.7333333333333334,5.275,1.715,3.0,55.775,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,639.75
0.0,4.333333333333333,1.249,19,0.0,5.633333333325e-06,4.5,1.0,6.25,0.0,53.5,7.25,7.25,4.325,6.333333333333332,4.0,-7.580267599999999,1.6033333333333335,14.025000000000002,1.6175,4.0,48.25,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,726.9
0.0,4.333333333333333,1.249,19,0.0,5.633333333325e-06,4.5,1.0,6.25,0.0,54.0,7.25,7.25,4.25,6.333333333333332,4.0,-7.3311970975,1.66,5.45,1.66,4.0,44.25,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,685.71
0.0,4.333333333333333,1.249,20,0.0,5.633333333325e-06,4.5,1.0,6.0,0.0,55.0,7.5,7.5,4.4125000000000005,5.999999999999999,4.0,-7.737312039999999,1.7366666666666666,4.60000075,1.7174999999999998,4.0,67.0,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,569.84
0.0,4.333333333333333,1.249,20,0.0,5.633333333325e-06,4.5,1.0,6.0,0.0,55.25,7.5,7.5,4.3125,5.999999999999999,4.0,-7.6414521775,1.72,6.775,1.7049999999999998,4.0,67.25,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,577.05
0.0,4.333333333333333,1.249,21,0.0,5.633333333325e-06,4.5,1.0,5.75,0.0,56.5,7.75,7.75,4.375,5.666666666666666,4.0,-7.640199599999999,1.75,5.250000000000001,1.7274999999999998,4.0,62.25,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,462.02
0.0,4.0,1.249,21,0.0,0.0,4.25,1.0,5.75,0.0,55.5,7.75,7.75,4.5625,5.666666666666668,5.0,-8.21272156,1.73,4.9501,1.7125,5.0,77.9,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,547.62
0.0,4.0,1.249,21,0.0,0.0,4.25,1.0,5.75,0.0,55.75,7.75,7.75,4.525,5.666666666666668,5.0,-8.056810185,1.7666666666666666,4.95000075,1.7399999999999998,5.0,74.5,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,530.88
0.0,4.0,1.249,22,0.0,0.0,4.25,1.0,5.5,0.0,56.75,8.0,8.0,4.775,5.333333333333334,5.0,-8.1579780125,1.8266666666666669,4.95,1.7849999999999997,5.0,62.425,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,74.8
0.0,4.0,1.249,22,0.0,0.0,4.25,1.0,5.5,0.0,57.0,8.0,8.0,4.5875,5.333333333333334,5.0,-8.04095996,1.8233333333333333,5.9,1.7824999999999998,5.0,63.75,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,330.33
0.0,4.0,1.249,22,0.0,0.0,4.25,1.0,5.5,0.0,57.25,8.0,8.0,4.487500000000002,5.333333333333334,5.0,-7.959697745,1.7799999999999998,5.6000000000000005,1.7499999999999998,5.0,69.75,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,324.3
0.0,2.5,1.249,21,0.0,0.0,3.75,1.0,5.75,0.0,55.0,7.75,7.75,4.5375000000000005,5.5,6.0,-8.0411524675,1.635,15.35,1.6475,6.0,59.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,524.38
0.0,2.5,1.249,22,0.0,0.0,3.75,1.0,5.5,0.0,56.25,8.0,8.0,4.6625000000000005,5.0,6.0,-8.3541082825,1.7799999999999998,5.9251000000000005,1.7199999999999998,6.0,81.4,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,370.96
0.0,2.5,1.249,22,0.0,0.0,3.75,1.0,5.5,0.0,56.5,8.0,8.0,4.625,5.0,6.0,-8.1981969075,1.835,5.9250007500000015,1.7474999999999998,6.0,78.0,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,364.01
0.0,2.5,1.249,23,0.0,0.0,3.75,1.0,5.25,0.0,57.5,8.25,8.25,4.875,4.5,6.0,-8.299364735000001,1.925,5.925000000000002,1.7925,6.0,65.925,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,0.0
0.0,2.5,1.249,23,0.0,0.0,3.75,1.0,5.25,0.0,57.75,8.25,8.25,4.6875,4.5,6.0,-8.1823466825,1.92,6.875000000000001,1.79,6.0,67.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,181.67
0.0,2.5,1.249,23,0.0,0.0,3.75,1.0,5.25,0.0,58.0,8.25,8.25,4.5875,4.5,6.0,-8.1010844675,1.855,6.575000000000001,1.7574999999999998,6.0,73.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,160.26
0.2728576333333333,3.333333333333333,1.24,22,0.204643225,7.753017241375e-05,3.75,1.0,5.5,0.0,55.75,8.0,8.0,4.4875,5.333333333333334,6.0,-7.8825532625,1.606666666666667,13.5,1.62,6.0,43.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,357.03
0.2728576333333333,3.333333333333333,1.24,22,0.204643225,7.753017241375e-05,3.75,1.0,5.5,0.0,56.25,8.0,8.0,4.4125,5.333333333333334,6.0,-7.6334827600000015,1.6633333333333336,4.925,1.6625,6.0,39.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,306.15
0.2728576333333333,3.333333333333333,1.24,23,0.204643225,7.753017241375e-05,3.75,1.0,5.25,0.0,57.0,8.25,8.25,4.6125,5.0,6.0,-8.1955090775,1.7033333333333334,4.0751,1.6925,6.0,65.4,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,178.77
0.2728576333333333,3.333333333333333,1.24,23,0.204643225,7.753017241375e-05,3.75,1.0,5.25,0.0,57.25,8.25,8.25,4.575,5.0,6.0,-8.0395977025,1.74,4.07500075,1.72,6.0,62.0,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,172.3
0.2728576333333333,3.333333333333333,1.24,23,0.204643225,7.753017241375e-05,3.75,1.0,5.25,0.0,57.5,8.25,8.25,4.475,5.0,6.0,-7.943737840000002,1.7233333333333334,6.25,1.7075,6.0,62.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,153.43
0.2728576333333333,3.333333333333333,1.24,24,0.204643225,7.753017241375e-05,3.75,1.0,5.0,0.0,58.5,8.5,8.5,4.6375,4.666666666666667,6.0,-8.0237474775,1.7966666666666669,5.025,1.7625000000000002,6.0,51.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,8.28
0.2728576333333333,3.333333333333333,1.24,24,0.204643225,7.753017241375e-05,3.75,1.0,5.0,0.0,58.75,8.5,8.5,4.5375,4.666666666666667,6.0,-7.9424852625,1.7533333333333334,4.7250000000000005,1.73,6.0,57.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,0.18
0.7035542666666667,3.0,1.241,23,0.5276656999999999,0.5276656999999999,3.5,1.0,5.25,0.0,56.5,8.25,8.25,4.6075,5.0,6.0,-7.7363216625,1.7000000000000002,16.175,1.6900000000000002,6.0,49.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,923.78
0.7035542666666667,3.0,1.241,23,0.5276656999999999,0.5276656999999999,3.5,1.0,5.25,0.0,56.75,8.25,8.25,4.5825,5.0,6.0,-7.56837257,1.7666666666666666,7.2,1.7400000000000002,6.0,45.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,155.06
0.7035542666666667,3.0,1.241,23,0.5276656999999999,0.5276656999999999,3.5,1.0,5.25,0.0,57.0,8.25,8.25,4.5325,5.0,6.0,-7.48725116,1.7566666666666668,7.6,1.7325000000000002,6.0,45.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,153.75
0.7035542666666667,3.0,1.241,24,0.5276656999999999,0.5276656999999999,3.5,1.0,5.0,0.0,57.75,8.5,8.5,4.7325,4.666666666666666,6.0,-8.0492774775,1.7966666666666666,6.7501,1.7625000000000002,6.0,71.4,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,154.7
0.7035542666666667,3.0,1.241,24,0.5276656999999999,0.5276656999999999,3.5,1.0,5.0,0.0,58.0,8.5,8.5,4.695,4.666666666666666,6.0,-7.8933661025,1.8333333333333333,6.75000075,1.79,6.0,68.0,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,29.39
0.7035542666666667,3.0,1.241,24,0.5276656999999999,0.5276656999999999,3.5,1.0,5.0,0.0,58.25,8.5,8.5,4.5950000000000015,4.666666666666666,6.0,-7.7975062400000015,1.8166666666666669,8.925,1.7775,6.0,68.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,187.6
0.7035542666666667,3.0,1.241,25,0.5276656999999999,0.5276656999999999,3.5,1.0,4.75,0.0,59.25,8.75,8.75,4.7575,4.333333333333333,6.0,-7.8775158775,1.89,7.7,1.8325,6.0,57.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,219.91
0.7035542666666667,3.0,1.241,25,0.5276656999999999,0.5276656999999999,3.5,1.0,4.75,0.0,59.5,8.75,8.75,4.6575000000000015,4.333333333333333,6.0,-7.7962536625,1.846666666666667,7.4,1.8,6.0,63.25,-9.50571654,-9.50571654,0.75,,,,,,,,,,,,,,,,,,,,,,,139.94
0.5613457333333333,2.666666666666667,1.249,24,0.4210093,0.3871178,3.25,1.0,5.0,0.0,57.5,8.5,8.5,4.625,4.666666666666667,6.0,-7.2420231225,1.7833333333333332,8.875,1.7525,6.0,56.75,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,1048.29
0.5613457333333333,2.666666666666667,1.249,25,0.4210093,0.3871178,3.25,1.0,4.75,0.0,58.5,8.75,8.75,4.775,4.333333333333333,6.0,-7.72292803,1.8133333333333328,8.4251,1.775,6.0,82.9,-9.50571654,-9.50571654,0.5,,,,,,,,,,,,,,,,,,,,,,,0.0
